codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7896637677363;Câmera de Segurança Intelbras IP 3.0 Megapixel VIP S4320 G2 Lente 2.8mm IR Inteligente 20mts;https://m.media-amazon.com/images/I/51ujCguBrFL.__AC_SX300_SY300_QL70_ML2_.jpg;12;11;9;centímetros;350;g;
7896637679671;Câmera IP 2.0 Megapixels 2.8mm 30m VIP 3230 D Intelbras;https://m.media-amazon.com/images/I/61o7PSHFp0L.__AC_SY300_SX300_QL70_ML2_.jpg;11;11;10;centímetros;400;gramas;
7896637684217;Câmera de Segurança IP 1080P Bullet VIP 3260 Z Intelbras;https://m.media-amazon.com/images/I/51m4HwCCjvL.__AC_SY300_SX300_QL70_ML2_.jpg;33;17;16;centímetros;900;g;
7896637686013;Camera Dome Intelbras HD CFTV IP VIP 1020D G2 4564027;https://m.media-amazon.com/images/I/414t9DjHKaL.__AC_SX300_SY300_QL70_ML2_.jpg;12;11;10;centímetros;300;g;
7899298692379;Intelbras - Câmera VHD 1220 B FULL COLOR+ Inteligente Full HD 1080p MultiHD Visão Noturna de 20m Intelbras;https://m.media-amazon.com/images/I/518tWt960+L._AC_SY300_SX300_.jpg;14;7;7;centímetros;150;g;
7899298698203;Intelbras - Câmera Dome Intelbras Vhd 1220 D G8 Black Infra 20m Full Hd;https://m.media-amazon.com/images/I/51pVTPEsl2L.__AC_SX300_SY300_QL70_ML2_.jpg;8;8;7;centímetros;100;g;
7896637632171;CAMERA DOME VHC 1120 D;https://m.media-amazon.com/images/I/419fEGCSpqL.__AC_SX300_SY300_QL70_ML2_.jpg;11;11;8.8;centímetros;150;g;
7896637687553;Câmera Intelbras VHD 1010 B G5 Bullet HD 720p Sensor 1/4" Lente 3.6mm HDCVI Menu OSD 10M IR Anti UV;https://m.media-amazon.com/images/I/51NOtH1T7XL.__AC_SX300_SY300_QL70_ML2_.jpg;16.5;9;8;centímetros;240;g;
7896637632515;Câmera Intelbras VHD 1010 D G6 Dome HD 720p Sensor 1/4" Lente 3.6mm HDCVI Anti UV Menu OSD 10M IR;https://m.media-amazon.com/images/I/51Hcz30sXML.__AC_SX300_SY300_QL70_ML2_.jpg;12;11;11;centímetros;300;g;
7896637678865;Câmera Intelbras Multi HD 720p 2,6mm 20m Bullet VHD 1120B G4;https://m.media-amazon.com/images/I/51nBn41WVcL.__AC_SX300_SY300_QL70_ML2_.jpg;25;12;11;centímetros;500;g;
