codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7898938113779;Cabo Extensor Usb 2.0 Am Af 5 Metros Comtac 9093;https://m.media-amazon.com/images/I/51pp-xvNw5L.__AC_SX300_SY300_QL70_ML2_.jpg;17.2;15.2;10;centímetros;243;g;
7898458701272;Cabo Extensor Usb 2.0 Macho X Femea 1,8M Multilaser - WI026;https://m.media-amazon.com/images/I/51-UIbYlHjL.__AC_SY300_SX300_QL70_ML2_.jpg;15;13;0.8;centímetros;0.1;g;
7899744026574;PIX Cabo Optico PIX Toslink Profissional 1 m;https://m.media-amazon.com/images/I/41RJI31urNS.__AC_SX300_SY300_QL70_ML2_.jpg;21.2;15;0.6;centímetros;10;g;
7898566201312;Cabo Fibra Otica para Audio Toslink Preto 3 Metros Generico;https://m.media-amazon.com/images/I/51lgXBmuWQL.__AC_SX300_SY300_QL70_ML2_.jpg;15;10;10;centímetros;200;g;
7898615158949;Cabo Micro Usb V8 X-cell Xc-cd-57 2mt Branco;https://m.media-amazon.com/images/I/519bi9n0DhL.__AC_SX300_SY300_QL70_ML2_.jpg;20;6;3;centímetros;160;g;
7893137170387;Cabo Transmissão de Dados Sohoplus, Dispositivos de Conexão em Rede, Azul Claro;https://m.media-amazon.com/images/I/61ffhIL1nsL.__AC_SY300_SX300_QL70_ML2_.jpg;66.2;34.8;28.6;centímetros;11.5;kilograms;
7893137264710;FURUKAWA SOHOPLUS Caixa de Cabo de Rede Cat6 de Cobre 305 mts Utp, Preto;https://m.media-amazon.com/images/I/51KE86-tBjL.__AC_SY300_SX300_QL70_ML2_.jpg;37.8;22.4;15.2;centímetros;13.4;kilograms;
7893137288907;Cabo De Rede 24awg Furukawa Cat6 Multilan Cx 305m Vermelho;https://m.media-amazon.com/images/I/51Ue+v+-r7L._AC_SX300_SY300_.jpg;40;38;29;centímetros;13.4;kilograms;
7898554601766;Cabo HDMI com Filtro 1.4 3D 3M HDF-102/3M Preto Lite;https://m.media-amazon.com/images/I/51kUOPQkNlL.__AC_SX300_SY300_QL70_ML2_.jpg;26;10;5;centímetros;600;g;
7898554607560;Cabo HDMI Fibra Óptica 4k FK782C 20m Fortrek;https://m.media-amazon.com/images/I/41Avo3V3RwL._SY445_SX342_QL70_ML2_.jpg;;;;;
7899744003667;PIX Cabo HDMI 1.4 4K ULTRAHD, 3 Metros;https://m.media-amazon.com/images/I/61+WH3ptLhL._AC_SY300_SX300_.jpg;20.3;13.9;2.2;centímetros;140;g;
