codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7896637602969;Rádio Comunicador Intelbras RC 4002;;;;;
7896637698917;Radio Comunicador Intelbras RC 4102;;;;;
7896637674942;Ramal Externo Sem Fio TIS 5000 Intelbras;https://intelbras.vtexassets.com/arquivos/ids/163618-800-auto?v=637798421734200000&width=800&height=auto&aspect=true;16;10.5;10;cm;0.317;;
7899298651055;Receptor Digital de TV via Satélite C/Gravador Intelbras RDS 840;https://intelbras.vtexassets.com/arquivos/ids/166064-800-auto?v=638001543991200000&width=800&height=auto&aspect=true;11.5;10;2.4;cm;0.116;kg;
7899298660880;Receptor Digital de TV via Satélite C/Gravador Intelbras RDS 830;https://intelbras.vtexassets.com/arquivos/ids/171242-800-auto?v=638536478098230000&width=800&height=auto&aspect=true;11.5;10;2.4;cm;0.116;kg;
7899298643326;Roteador Empresarial Wi-Fi 5 de Alta Velocidade AP 1350 AC-S Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167958-800-auto?v=638161292402800000&width=800&height=auto&aspect=true;17.8;17.8;3.8;cm;0.37;kg;
7899298665496;Roteador Empresarial Wi-Fi 6 de Alto Desempenho Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/170135-800-auto?v=638381685733670000&width=800&height=auto&aspect=true;18.55;18.55;3.4;cm;0.58;kg;
7899298672715;Extensor Wi-Fi 5 Twibi Force Plug Giga Intelbras;https://intelbras.vtexassets.com/arquivos/ids/172671-800-auto?v=638633228568600000&width=800&height=auto&aspect=true;14.85;8.0;5.5;cm;0.11;g;
7899298626114;Extensor Wi-Fi 5 Dual Band Twibi Force Plug Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167213-800-auto?v=638120878591830000&width=800&height=auto&aspect=true;14.85;8;5.5;cm;0.11;kg;
7899298610922;Roteador Wi-Force W4-300F Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167910-800-auto?v=638161200127630000&width=800&height=auto&aspect=true;19;19;14.8;cm;0.345;kg;
7899298626268;Roteador Wi-Fi 5 de Alto Desempenho W5-1200G Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167950-800-auto?v=638161284659970000&width=800&height=auto&aspect=true;27.8;22;16.2;cm;0.459;kg;
7899298672159;Roteador Wi-fi Alto Desempenho W5-1200GS Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/170948-800-auto?v=638485421432470000&width=800&height=auto&aspect=true;19.1;16.9;10.4;cm;0.259;kg;
7899298681229;Roteador Wi-Force W4-300S Intelbras;;;;;
7899298645832;Roteador Wireless Wi-Fi 6 RX 1500;https://intelbras.vtexassets.com/arquivos/ids/167928-800-auto?v=638161242204970000&width=800&height=auto&aspect=true;19.1;16.9;10.4;cm;0.3;kg;
7896637684941;Roteador ACtion RF 1200 Wi-Fi 5 Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167924-800-auto?v=638161217171670000&width=800&height=auto&aspect=true;30;29.5;7.7;cm;0.438;;
7899298641704;Roteador Empresarial Wi-Fi 5 de Longo Alcance AP 1250 AC MAX Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/164883-800-auto?v=637889351744200000&width=800&height=auto&aspect=true;19.8;19.8;2.8;cm;0.49;kg;
7896637694711;Roteador Wireless Wi-Force Intelbras GF 1200 Preto;https://intelbras.vtexassets.com/arquivos/ids/167938-800-auto?v=638161250559230000&width=800&height=auto&aspect=true;24;17.5;15.5;cm;0.236;kg;
7896637625036;Roteador Wireless Wi-Force Intelbras W5-1200F Preto;https://intelbras.vtexassets.com/arquivos/ids/167975-800-auto?v=638161322437930000&width=800&height=auto&aspect=true;19;19;14.8;cm;0.355;kg;
7899298658184;Roteador Wi-Fi 6 Dual Band W6-1500 Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/168886-800-auto?v=638212201316200000&width=800&height=auto&aspect=true;19.12;10.42;1.69;cm;0.3;kg;
7896637676526;Roteador Empresarial AP 310 com tecnologia Wi-Fi 4 Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167944-800-auto?v=638161252779500000&width=800&height=auto&aspect=true;31.2;24.4;7.8;cm;0.68;;
7896637676533;Roteador Empresarial Wi-Fi 4 de Longo Alcance AP 360 Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167932-800-auto?v=638161244875770000&width=800&height=auto&aspect=true;31.2;24.4;7.8;cm;0.68;;
7899298642282;Roteador Empresarial Wi-Fi 5 Outdoor AP 1250 AC  Branco Intelbras;https://intelbras.vtexassets.com/arquivos/ids/167962-800-auto?v=638161294794900000&width=800&height=auto&aspect=true;31.8;7.5;7.5;cm;0.985;kg;
7899298662884;Sensor de Abertura Sem Fio Para Porta e Janela MSA 1001 Intelbras;;;;;
7896637643160;Sensor de Movimento Smart ISM 1001 Intelbras;;;;;
7899298613688;Sensor de Temperatura e Umidade Smart Intelbras IST 1001;https://intelbras.vtexassets.com/arquivos/ids/169364-800-auto?v=638285676533930000&width=800&height=auto&aspect=true;6.12;6.12;2.3;cm;0.072;kg;
