codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7899298640332;Mouse Sem Fio MSI50 Preto Intelbras;https://m.media-amazon.com/images/I/41bq4v4ejgL.__AC_SY300_SX300_QL70_ML2_.jpg;20;15;6;centímetros;110;g;
7899298640349;Mouse Sem Fio MSI55 Preto Intelbras;https://m.media-amazon.com/images/I/51l+jmfarWL._AC_SX300_SY300_.jpg;18.9;11.8;3.7;centímetros;110;g;
7897975088477;Mouse Iron, Maxprint, Mouses, Preto;https://m.media-amazon.com/images/I/711QgKw7OLL.__AC_SY300_SX300_QL70_ML2_.jpg;14.8;9.6;3.8;centímetros;14;g;
7897975017286;MOUSE MOUSE OFFICEEASY;https://m.media-amazon.com/images/I/41VHQc+xcrL._AC_SY300_SX300_.jpg;12.8;7;4;centímetros;58;g;
7898939561036;Mini Mouse USB 1000 Dpi Newlink FIT MO303C - Preto;https://m.media-amazon.com/images/I/41jorWQqVAL.__AC_SX300_SY300_QL70_ML2_.jpg;11.2;7.6;3.6;centímetros;50;g;
7899838876849;Mouse Com Fio Mid 1200dpi Conexão Usb Cabo de 120cm 3 Botões Textura Fosca Branco - MO294;https://m.media-amazon.com/images/I/41yfWXhRDkL.__AC_SX300_SY300_QL70_ML2_.jpg;13.4;7.6;3.6;centímetros;200;g;
7898595270501;Mouse Gamer Action 6 Botoes Led 7 Cores OEX Game MS300 Preto;https://m.media-amazon.com/images/I/418OIyOYk8L.__AC_SX300_SY300_QL70_ML2_.jpg;19.6;14.2;5.6;centímetros;115;g;
7898562616264;Combo Gamer Arena - Mouse Gamer 2.400 DPI + Mousepad 290X230 MM - OEX;https://m.media-amazon.com/images/I/619MH9Aqm2L.__AC_SX300_SY300_QL70_ML2_.jpg;25.2;17.8;5;centímetros;320;g;
7898562614505;Kit Mouse E Mousepad Stage 6 Botoes Led OEX Game MC101 Preto;https://m.media-amazon.com/images/I/61yVKdPR5GL.__AC_SX300_SY300_QL70_ML2_.jpg;24.4;18;5.4;centímetros;260;g;
7898595272529;Combo War Mouse e Mouse Pad MC100 - Oex;https://m.media-amazon.com/images/I/61CnRawYikL.__AC_SX300_SY300_QL70_ML2_.jpg;24.2;18.4;5.4;centímetros;300;g;
7898587272384;Mouse Gamer Ultra Leve Dyon-X MS322S 7 Botoes OEX Game Preto;https://m.media-amazon.com/images/I/416M4LZGOHL.__AC_SX300_SY300_QL70_ML2_.jpg;21.4;15.4;5.4;centímetros;72;g;
7898562617216;;;4.5;13;7;cm;135;gramas;
