codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7899298636427;Nobreak Online Isolado Torre DNB 6.0 kVA-220V-ISO-TW-SB Intelbras;https://intelbras.vtexassets.com/arquivos/ids/171537-800-auto?v=638567338128500000&width=800&height=auto&aspect=true;64;kg;
7899298659211;Nobreak Online Rack Torre DNB 1.5kVA 220v RT G2 Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/172597-800-auto?v=638627951036530000&width=800&height=auto&aspect=true;44.0;43.0;20.2;cm;16.4;kg;
7899298659204;Nobreak Online Torre DNB 1.5kVA 220v TW G2 Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/172606-800-auto?v=638627970440600000&width=800&height=auto&aspect=true;40.0;21.5;14.4;cm;13;kg;
7899298636397;Nobreak Online Rack/Torre DNB 6.0kVA-220V-RT-SB Preto Intelbras;;;;;
7899298659181;Nobreak Online Torre DNB 3.0kVA 220v TW G2 Preto Intelbras;https://intelbras.vtexassets.com/arquivos/ids/172610-800-auto?v=638627974242470000&width=800&height=auto&aspect=true;33.6;27.5;19.1;cm;25;kg;
7899298636403;Nobreak Online Torre DNB 6.0kVA-220V-TW-SB Intelbras;https://intelbras.vtexassets.com/arquivos/ids/171525-800-auto?v=638567332694200000&width=800&height=auto&aspect=true;30.5;kg;
7896637686778;Nobreak para portão Intelbras GNB 1000VA-220V;;;;;
7896637637459;Nobreak Senoidal Intelbras Torre SNB 3000VA BI TW;https://intelbras.vtexassets.com/arquivos/ids/172710-800-auto?v=638635563143370000&width=800&height=auto&aspect=true;41.5;34.2;19.6;cm;26.3;kg;
7896637680875;Nobreak senoidal bivolt Intelbras SNB 1000VA BI;https://intelbras.vtexassets.com/arquivos/ids/155590-800-auto?v=637062470790800000&width=800&height=auto&aspect=true;32.7;19.1;14;cm;11.57;;
7896637680868;Nobreak Senoidal  Intelbras SNB 1500VA Bivolt;https://intelbras.vtexassets.com/arquivos/ids/155594-800-auto?v=637062473130330000&width=800&height=auto&aspect=true;32.7;19.1;14;cm;13.56;kilos;
7896637680882;Nobreak senoidal bivolt Intelbras SNB 700VA BI;https://intelbras.vtexassets.com/arquivos/ids/158401-800-auto?v=637309446955230000&width=800&height=auto&aspect=true;32.7;19.1;14;cm;13.561;kilos;
7896637679640;Nobreak Interativo Monovolt Intelbras XNB 1200Va 220V;https://intelbras.vtexassets.com/arquivos/ids/155610-800-auto?v=637062487072530000&width=800&height=auto&aspect=true;35.3;16.2;14.9;cm;7.8;kilos;
7896637686747;Nobreak Interativo Long Backup Bivolt Intelbras XNB 1440Va Bi+;;;;;
7896637669559;Nobreak Interativo Monovolt Intelbras XNB 1440Va 220V;https://intelbras.vtexassets.com/arquivos/ids/165187-800-auto?v=637915792094670000&width=800&height=auto&aspect=true;40.5;23.5;19.2;cm;8.301;kilos;
7896637680165;Nobreak Interativo Bivolt Intelbras XNB 1440Va Bi;https://intelbras.vtexassets.com/arquivos/ids/158402-800-auto?v=637309448866770000&width=800&height=auto&aspect=true;38;22.5;12.5;cm;14;kilos;
7896637686754;Nobreak Interativo Bivolt XNB 1800 VA BI+ Intelbras;https://intelbras.vtexassets.com/arquivos/ids/157866-800-auto?v=637209070223700000&width=800&height=auto&aspect=true;32.0;22.5;12.5;cm;10;kg;
7896637680158;Nobreak Interativo Bivolt XNB 720VA Intelbras;;;;;
