codigo_de_barras;nome_produto;imagem;comprimento;largura;altura;dimensoes_unidade;peso;peso_unidade
7899298610687;Acionador de Cortinas Wi-Fi Smart IAC 110 Intelbras;https://intelbras.vtexassets.com/arquivos/ids/169422-800-auto?v=638285693183470000&width=800&height=auto&aspect=true;4.6;4.6;1.8;cm;0.0527;kg;
7899298623724;Acionador de Portão Basculante 1.4M 5/8" 60mm NYL;;;;;
7899298610670;Acionador Wi-Fi Smart Intelbras IGD 110;https://intelbras.vtexassets.com/arquivos/ids/169373-800-auto?v=638285678946700000&width=800&height=auto&aspect=true;15.8;11.2;5;cm;0.19;kg;
7899298667865;Acionador de Portão Wi-Fi Compatível com Alexa MCP 1001 Branco Intelbras;;;;;
7896637643481;Adaptador De Pinagem Intelbras ADP 10;https://intelbras.vtexassets.com/arquivos/ids/158002-800-auto?v=637226654165030000&width=800&height=auto&aspect=true;6.8;4.8;3.0;cm;0.049;kg;
7896637682268;Adaptador de 2 tomadas e 2 USB  Intelbras EAC 1002;https://intelbras.vtexassets.com/arquivos/ids/155650-800-auto?v=637063017930770000&width=800&height=auto&aspect=true;11;7;4.5;cm;0.95;gramas;
7899298651390;Adaptador Elétrico Preto 2 Tomadas 2 USB - EAC 202;https://intelbras.vtexassets.com/arquivos/ids/167870-800-auto?v=638158106269570000&width=800&height=auto&aspect=true;12.6;7.4;6;cm;0.151;kg;
7899298651383;Adaptador Elétrico Branco  2 Tomadas 2 USB - EAC 202;https://intelbras.vtexassets.com/arquivos/ids/167874-800-auto?v=638158122062670000&width=800&height=auto&aspect=true;12.6;7.4;6;cm;0.151;kg;
7896637677660;Adaptador USB Wireless Intelbras ACTION A1200;https://intelbras.vtexassets.com/arquivos/ids/167972-800-auto?v=638161319426900000&width=800&height=auto&aspect=true;9.4;3;1.3;cm;0.053;;
7896637677554;Adaptador USB Wireless Intelbras IWA 3001;;;;;
7899298664086;Adaptador de USB-C para USB-A Intelbras ADI 10;https://intelbras.vtexassets.com/arquivos/ids/169796-800-auto?v=638342655570400000&width=800&height=auto&aspect=true;2.81;1.46;1;cm;0.003;kg;
7899298623458;Smart Speaker com Alexa IZY Speak ISS 102 A Intelbras;https://intelbras.vtexassets.com/arquivos/ids/162922-800-auto?v=637739853891570000&width=800&height=auto&aspect=true;16;7.2;7.2;cm;0.476;kg;
7899298642497;Antena Interna de TV UHF/HDTV Intelbras AI 1015;https://intelbras.vtexassets.com/arquivos/ids/165616-800-auto?v=637952101768870000&width=800&height=auto&aspect=true;16.5;6;5;cm;0.13;kg;
7896637670135;Antena de TV Interna Intelbras AI 2021;https://intelbras.vtexassets.com/arquivos/ids/156032-800-auto?v=637063958600670000&width=800&height=auto&aspect=true;20;12;9;cm;0.24;;
7896637679046;Antena de TV Interna Intelbras HDTV AI 2031;https://intelbras.vtexassets.com/arquivos/ids/160095-800-auto?v=637562542425230000&width=800&height=auto&aspect=true;15;6.5;6.0;cm;0.244;kg;
7896637640787;Antena de TV Interna UHF/HDTV Intelbras AI 2025;;;;;
7899298638674;Kit Arandela Solar Intelbras ASI 220 Luz Amarela - 2 peças;;;;;
7899298638681;Arandela Solar 220 Lúmens Intelbras ASI 220 Luz Branca;;;;;
7899298638667;Arandela Solar 500 Lùmens Intelbras ASI 500 Dual Color;https://intelbras.vtexassets.com/arquivos/ids/165257-800-auto?v=637916736993200000&width=800&height=auto&aspect=true;21.11;14.0;11.48;cm;0.555;kg;
7899298652311;Luminária Solar Multifuncional Intelbras LSM 950;https://intelbras.vtexassets.com/arquivos/ids/167354-800-auto?v=638138808613530000&width=800&height=auto&aspect=true;26.79;21.4;7.59;cm;0.89;kg;
7899298609032;Automatizador de Portão DR 400 FAST Intelbras;https://intelbras.vtexassets.com/arquivos/ids/165433-800-auto?v=637934290354030000&width=800&height=auto&aspect=true;27.5;26.0;21.0;cm;6.131;kg;
7896637640008;Automatizador de Portão Intelbras DR 400 220V;https://intelbras.vtexassets.com/arquivos/ids/161684-800-auto?v=637631670533270000&width=800&height=auto&aspect=true;26.5;25.0;20.1;cm;5.25;kg;
